Run,Assay Type,BioProject,BioSample,Center Name,Consent,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,AvgSpotLen,Bases,Bytes,DATASTORE filetype,DATASTORE provider,DATASTORE region,Collection_date,Library Name,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,lat_lon,BioSampleModel,Isolation_source,Host,Depth,nominal_length (run),run_id (run),env_broad_scale,env_local_scale,env_medium,env_biome,env_feature,env_material,samp_size,samp_mat_process,elev,samp_collect_device,Source_material_ID,BRC_attached_to_frame_number,metals_treatment,organic_enrichment_pulse,press_organic_enrichment_treatment,Replicate_number,sediment_origin,Sequencing_method,Temp,Investigation_type,max_filter_size,min_filter_size,sequencing_machine,site_name,target_molecules,Chlorophyll,landuse,rel_to_oxygen,diss_inorg_carb,Molecule,Isolate,samp_volume,Salinity,BIOME,std_norm_factor,Lake_Name,Block,SUMMER,WINTER,env_package,feature,material,diss_oxygen,Strain,bacteria_carb_prod,beam_atten,beam_trans,collection_time,corr_irradiance,density,fluorescence,par,pressure,sampling_cruise,sigma-theta,surf_irradiance,turbidity,Gene_target,sampling_spot,bacterial_count,conduc,diss_oxy,oxy_sat,primer_target,project_name,environment_biome,environment_feature,environment_material,Library,Replicate,SAMPLE_TYPE,Target_gene,target_subfragment,sediment_depth,target,Time,Treatment,Sample_Name,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Sample_ID,alkalinity,Biological.Replicate,Calcium,Chloride,primers_target,Sodium,tot_phosp,AssemblyName,environment_(biome),environment_(feature),environment_(material),geographic_location_(country_and/or_sea),geographic_location_(depth),geographic_location_(latitude),geographic_location_(longitude),down_par,SAMPLE,tot_depth_water_col,Description,filter_size_um,PH,primers,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,SRA_accession,Title,Alias,ENA_CHECKLIST,Cultivar,Ecotype
SRR11812151,RNA-Seq,PRJNA633541,SAMN14945387,LEIBNIZ INSTITUTE OF FRESHWATER ECOLOGY AND INLAND FISHERIES,public,SRX8363413,Illumina HiSeq 2000,PAIRED,RT-PCR,METATRANSCRIPTOMIC,sediment metagenome,ILLUMINA,2020-05-19T00:00:00Z,Achro_4,SRP262329,213,19417332144,7943697359,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",Feb-2018,Achro_4,Germany,Europe,Germany:Lake Stechlin,53.1515528 N 13.0261722 E,"MIMS.me,MIGS/MIMS/MIMARKS.sediment",sediment,,1 m,,,lake sediment,ENVO:00000546,ENVO:00002007,,,,50K cells,Sequential Filtration through mash 55um,69 m,,,,,,,,,,,,,,,,,,,microaerophilic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11812152,RNA-Seq,PRJNA633541,SAMN14945386,LEIBNIZ INSTITUTE OF FRESHWATER ECOLOGY AND INLAND FISHERIES,public,SRX8363412,Illumina HiSeq 2000,PAIRED,RT-PCR,METATRANSCRIPTOMIC,sediment metagenome,ILLUMINA,2020-05-19T00:00:00Z,Achro_3,SRP262329,212,20496704822,8391079996,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",Feb-2018,Achro_3,Germany,Europe,Germany:Lake Stechlin,53.1515528 N 13.0261722 E,"MIMS.me,MIGS/MIMS/MIMARKS.sediment",sediment,,1 m,,,lake sediment,ENVO:00000546,ENVO:00002007,,,,50K cells,Sequential Filtration through mash 55um,69 m,,,,,,,,,,,,,,,,,,,microaerophilic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9417643,RNA-Seq,PRJNA550167,SAMN12109522,SHANDONG UNIVERSITY,public,SRX6183490,Illumina HiSeq X Ten,PAIRED,RT-PCR,METATRANSCRIPTOMIC,soil metagenome,ILLUMINA,2019-10-31T00:00:00Z,YD-C,SRP202562,302,18244790628,7991425402,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",25-Dec-2017,YD-C,China,Asia,China:Shandong province,37.817 N 119.066 E,Metagenome or environmental,wetland soil,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9417644,RNA-Seq,PRJNA550167,SAMN12109521,SHANDONG UNIVERSITY,public,SRX6183489,Illumina HiSeq X Ten,PAIRED,RT-PCR,METATRANSCRIPTOMIC,soil metagenome,ILLUMINA,2019-10-31T00:00:00Z,YD-A,SRP202562,302,16544913262,7789875289,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",25-Dec-2017,YD-A,China,Asia,China:Shandong province,37.816 N 119.111 E,Metagenome or environmental,wetland soil,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7976619,RNA-Seq,PRJNA444736,SAMN08779540,JGI,public,SRX4809409,Illumina HiSeq 2500,PAIRED,other,METATRANSCRIPTOMIC,freshwater sediment metagenome,ILLUMINA,2018-10-08T00:00:00Z,Gp0206446,SRP164388,302,11154466036,5004327222,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",2016-09-13,BTYPY,USA,North America,USA: Colorado,38.9230 N 106.9516 W,Metagenome or environmental,"Riparian zone\, East River\, Colorado",not applicable,,270,11520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7976620,RNA-Seq,PRJNA444737,SAMN08779542,JGI,public,SRX4809410,Illumina HiSeq 2500,PAIRED,other,METATRANSCRIPTOMIC,freshwater sediment metagenome,ILLUMINA,2018-10-08T00:00:00Z,Gp0206447,SRP164389,302,11742207262,5426821626,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",2016-09-12,BTYPZ,USA,North America,USA: Colorado,38.9231 N 106.9513 W,Metagenome or environmental,"Riparian zone\, East River\, Colorado",not applicable,,270,11706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8512518,RNA-Seq,PRJNA517747,SAMN10844113,UNIVERSITY OF WINDSOR,public,SRX5316139,Illumina HiSeq 4000,PAIRED,cDNA,METATRANSCRIPTOMIC,freshwater metagenome,ILLUMINA,2019-01-31T00:00:00Z,PCS1,SRP183049,200,5205269400,2107053321,sra,"ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",06-Sep-2016,PC South 1,Canada,North America,Canada: Poplar Creek Reservoir South,56.92 N 111.50 W,Metagenome or environmental,freshwater sediment,not applicable,,,,,,,,,,,,,sediment core,,,,,,,,,,,,,,,,,,facultative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rep1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8512519,RNA-Seq,PRJNA517747,SAMN10844114,UNIVERSITY OF WINDSOR,public,SRX5316138,Illumina HiSeq 4000,PAIRED,cDNA,METATRANSCRIPTOMIC,freshwater metagenome,ILLUMINA,2019-01-31T00:00:00Z,PCS2,SRP183049,200,5406457600,2163930675,sra,"ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",06-Sep-2016,PC South 2,Canada,North America,Canada: Poplar Creek Reservoir South,56.92 N 111.50 W,Metagenome or environmental,freshwater sediment,not applicable,,,,,,,,,,,,,sediment core,,,,,,,,,,,,,,,,,,facultative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rep2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8512520,RNA-Seq,PRJNA517747,SAMN10844111,UNIVERSITY OF WINDSOR,public,SRX5316137,Illumina HiSeq 4000,PAIRED,cDNA,METATRANSCRIPTOMIC,freshwater metagenome,ILLUMINA,2019-01-31T00:00:00Z,PCN1,SRP183049,200,6328814600,2597892462,sra,"s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",06-Sep-2016,PC North 1,Canada,North America,Canada: Poplar Creek Reservoir North,56.94 N 111.50 W,Metagenome or environmental,freshwater sediment,not applicable,,,,,,,,,,,,,sediment core,,,,,,,,,,,,,,,,,,facultative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rep1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8512521,RNA-Seq,PRJNA517747,SAMN10844112,UNIVERSITY OF WINDSOR,public,SRX5316136,Illumina HiSeq 4000,PAIRED,cDNA,METATRANSCRIPTOMIC,freshwater metagenome,ILLUMINA,2019-01-31T00:00:00Z,PCN2,SRP183049,200,5112628400,2078907062,sra,"s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",06-Sep-2016,PC North 2,Canada,North America,Canada: Poplar Creek Reservoir North,56.94 N 111.50 W,Metagenome or environmental,freshwater sediment,not applicable,,,,,,,,,,,,,sediment core,,,,,,,,,,,,,,,,,,facultative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rep2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8512522,RNA-Seq,PRJNA517747,SAMN10844109,UNIVERSITY OF WINDSOR,public,SRX5316135,Illumina HiSeq 4000,PAIRED,cDNA,METATRANSCRIPTOMIC,freshwater metagenome,ILLUMINA,2019-01-31T00:00:00Z,RL_1,SRP183049,200,5492104000,2300047078,sra,"gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",06-Sep-2016,ruth lake 1,Canada,North America,Canada: Ruth Lake Northern Alberta,56.98 N 111.54 W,Metagenome or environmental,freshwater sediment,not applicable,,,,,,,,,,,,,sediment core,,,,,,,,,,,,,,,,,,facultative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rep1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8512523,RNA-Seq,PRJNA517747,SAMN10844110,UNIVERSITY OF WINDSOR,public,SRX5316134,Illumina HiSeq 4000,PAIRED,cDNA,METATRANSCRIPTOMIC,freshwater metagenome,ILLUMINA,2019-01-31T00:00:00Z,RL_2,SRP183049,200,5737498400,2341175128,sra,"s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",06-Sep-2016,ruth lake 2,Canada,North America,Canada: Ruth Lake Northern Alberta,56.98 N 111.54 W,Metagenome or environmental,freshwater sediment,not applicable,,,,,,,,,,,,,sediment core,,,,,,,,,,,,,,,,,,facultative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rep2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6333142,AMPLICON,PRJNA420211,SAMN08109496,LINNAEUS UNIVERSITY,public,SRX3432512,Illumina HiSeq 2500,PAIRED,Oligo-dT,TRANSCRIPTOMIC,soil metagenome,ILLUMINA,2017-11-30T00:00:00Z,P6812_1082,SRP125860,598,93914106,55161738,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",29-Sep-2016,P6812_1082,Sweden,Europe,"Sweden: Vebomark\, pond",64.24 N 21.16 E,"MIMS.me,MIGS/MIMS/MIMARKS.soil",,,190,,,,,,Taiga,acid sulfate soil,soil,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6333143,AMPLICON,PRJNA420211,SAMN08109497,LINNAEUS UNIVERSITY,public,SRX3432511,Illumina HiSeq 2500,PAIRED,Oligo-dT,TRANSCRIPTOMIC,soil metagenome,ILLUMINA,2017-11-30T00:00:00Z,P6812_1083,SRP125860,598,159868124,92480137,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",29-Sep-2016,P6812_1083,Sweden,Europe,"Sweden: Vebomark\, pond",64.24 N 21.16 E,"MIMS.me,MIGS/MIMS/MIMARKS.soil",,,240,,,,,,Taiga,acid sulfate soil,soil,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8535477,RNA-Seq,PRJNA519851,SAMN10864992,JGI,public,SRX5337939,Illumina HiSeq 2500,PAIRED,other,METATRANSCRIPTOMIC,lake water metagenome,ILLUMINA,2019-02-05T00:00:00Z,Gp0297563,SRP183832,302,16209618064,7396567582,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",2011-05-24,CTATG,Canada,North America,Canada: British Columbia,49.68 N 124.009 W,Metagenome or environmental,lake water,not applicable,,270,12479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8535480,RNA-Seq,PRJNA519852,SAMN10864995,JGI,public,SRX5337942,Illumina HiSeq 2500,PAIRED,other,METATRANSCRIPTOMIC,lake water metagenome,ILLUMINA,2019-02-05T00:00:00Z,Gp0297564,SRP183835,302,17137436054,7521580988,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",2011-05-24,CTATH,Canada,North America,Canada: British Columbia,49.68 N 124.009 W,Metagenome or environmental,lake water,not applicable,,270,12479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8535481,RNA-Seq,PRJNA519853,SAMN10865666,JGI,public,SRX5337943,Illumina HiSeq 2500,PAIRED,other,METATRANSCRIPTOMIC,lake water metagenome,ILLUMINA,2019-02-05T00:00:00Z,Gp0297565,SRP183836,302,17511130552,7670572736,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2011-05-24,CTATN,Canada,North America,Canada: British Columbia,49.68 N 124.009 W,Metagenome or environmental,lake water,not applicable,,270,12479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8535482,RNA-Seq,PRJNA519854,SAMN10865654,JGI,public,SRX5337944,Illumina HiSeq 2500,PAIRED,other,METATRANSCRIPTOMIC,lake water metagenome,ILLUMINA,2019-02-05T00:00:00Z,Gp0297566,SRP183837,302,16102176430,7320776163,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",2011-05-24,CTATO,Canada,North America,Canada: British Columbia,49.68 N 124.009 W,Metagenome or environmental,lake water,not applicable,,270,12479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8535483,RNA-Seq,PRJNA519855,SAMN10864991,JGI,public,SRX5337945,Illumina HiSeq 2500,PAIRED,other,METATRANSCRIPTOMIC,lake water metagenome,ILLUMINA,2019-02-05T00:00:00Z,Gp0297567,SRP183838,302,18134777464,8004056650,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",2011-05-24,CTATP,Canada,North America,Canada: British Columbia,49.68 N 124.009 W,Metagenome or environmental,lake water,not applicable,,270,12479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8535510,RNA-Seq,PRJNA519859,SAMN10864872,JGI,public,SRX5337972,Illumina HiSeq 2500,PAIRED,other,METATRANSCRIPTOMIC,lake water metagenome,ILLUMINA,2019-02-05T00:00:00Z,Gp0297571,SRP183840,302,17280231318,7596708231,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",2011-05-24,CTATW,Canada,North America,Canada: British Columbia,49.68 N 124.009 W,Metagenome or environmental,lake water,not applicable,,270,12479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8535511,RNA-Seq,PRJNA519856,SAMN10864994,JGI,public,SRX5337973,Illumina HiSeq 2500,PAIRED,other,METATRANSCRIPTOMIC,lake water metagenome,ILLUMINA,2019-02-05T00:00:00Z,Gp0297568,SRP183841,302,17061954476,7844507083,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",2011-05-24,CTATS,Canada,North America,Canada: British Columbia,49.68 N 124.009 W,Metagenome or environmental,lake water,not applicable,,270,12479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8535512,RNA-Seq,PRJNA519858,SAMN10864993,JGI,public,SRX5337974,Illumina HiSeq 2500,PAIRED,other,METATRANSCRIPTOMIC,lake water metagenome,ILLUMINA,2019-02-06T00:00:00Z,Gp0297570,SRP183842,302,17024922330,7367206071,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",2011-05-24,CTATU,Canada,North America,Canada: British Columbia,49.68 N 124.009 W,Metagenome or environmental,lake water,not applicable,,270,12479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8535513,RNA-Seq,PRJNA519857,SAMN10865652,JGI,public,SRX5337975,Illumina HiSeq 2500,PAIRED,other,METATRANSCRIPTOMIC,lake water metagenome,ILLUMINA,2019-02-06T00:00:00Z,Gp0297569,SRP183843,302,21708057470,9782274372,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2011-05-24,CTATT,Canada,North America,Canada: British Columbia,49.68 N 124.009 W,Metagenome or environmental,lake water,not applicable,,270,12479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8535514,RNA-Seq,PRJNA519904,SAMN10864990,JGI,public,SRX5337976,Illumina HiSeq 2500,PAIRED,RT-PCR,METATRANSCRIPTOMIC,lake water metagenome,ILLUMINA,2019-02-06T00:00:00Z,Gp0306340,SRP183844,302,12752768118,5250785627,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",2011-05-24,CTPAT,Canada,North America,"Canada: Sakinaw lake\, British Columbia",49.68 N 124.009 W,Metagenome or environmental,Filtered water from permanent stratified lake,not applicable,,270,12566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8535521,RNA-Seq,PRJNA519907,SAMN10864953,JGI,public,SRX5337983,Illumina HiSeq 2500,PAIRED,other,METATRANSCRIPTOMIC,lake water metagenome,ILLUMINA,2019-02-06T00:00:00Z,Gp0306343,SRP183846,302,7321490190,3538138408,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",2011-05-24,CUUXC,Canada,North America,"Canada: Sakinaw lake\, British Columbia",49.68 N 124.009 W,Metagenome or environmental,Filtered water from permanent stratified lake,not applicable,,270,12600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8535522,RNA-Seq,PRJNA519909,SAMN10864989,JGI,public,SRX5337984,Illumina HiSeq 2500,PAIRED,other,METATRANSCRIPTOMIC,lake water metagenome,ILLUMINA,2019-02-06T00:00:00Z,Gp0306345,SRP183847,302,7339973798,3573238561,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",2013-06-06,CUUXH,Canada,North America,"Canada: Sakinaw lake\, British Columbia",49.68 N 124.009 W,Metagenome or environmental,Filtered water from permanent stratified lake,not applicable,,270,12600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8535523,RNA-Seq,PRJNA519908,SAMN10864971,JGI,public,SRX5337985,Illumina HiSeq 2500,PAIRED,other,METATRANSCRIPTOMIC,lake water metagenome,ILLUMINA,2019-02-06T00:00:00Z,Gp0306344,SRP183848,302,7659307994,3724300632,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2011-05-24,CUUXG,Canada,North America,"Canada: Sakinaw lake\, British Columbia",49.68 N 124.009 W,Metagenome or environmental,Filtered water from permanent stratified lake,not applicable,,270,12600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8535691,RNA-Seq,PRJNA519905,SAMN10865509,JGI,public,SRX5338153,Illumina HiSeq 2500,PAIRED,other,METATRANSCRIPTOMIC,lake water metagenome,ILLUMINA,2019-02-06T00:00:00Z,Gp0306341,SRP183851,302,9318325364,3928490275,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",2011-05-24,CTPOC,Canada,North America,"Canada: Sakinaw lake\, British Columbia",49.68 N 124.009 W,Metagenome or environmental,Filtered water from permanent stratified lake,not applicable,,270,12566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8535692,RNA-Seq,PRJNA519906,SAMN10864897,JGI,public,SRX5338154,Illumina HiSeq 2500,PAIRED,other,METATRANSCRIPTOMIC,lake water metagenome,ILLUMINA,2019-02-06T00:00:00Z,Gp0306342,SRP183852,302,7415577082,3534786949,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",2011-05-24,CUUXB,Canada,North America,"Canada: Sakinaw lake\, British Columbia",49.68 N 124.009 W,Metagenome or environmental,Filtered water from permanent stratified lake,not applicable,,270,12600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8535693,RNA-Seq,PRJNA519910,SAMN10865655,JGI,public,SRX5338155,Illumina HiSeq 2500,PAIRED,other,METATRANSCRIPTOMIC,lake water metagenome,ILLUMINA,2019-02-06T00:00:00Z,Gp0306346,SRP183853,302,8051223662,3905480246,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",2013-06-06,CUUXN,Canada,North America,"Canada: Sakinaw lake\, British Columbia",49.68 N 124.009 W,Metagenome or environmental,Filtered water from permanent stratified lake,not applicable,,270,12600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8535986,RNA-Seq,PRJNA519913,SAMN10865656,JGI,public,SRX5338448,Illumina HiSeq 2500,PAIRED,RT-PCR,METATRANSCRIPTOMIC,lake water metagenome,ILLUMINA,2019-02-06T00:00:00Z,Gp0306349,SRP184133,302,9427453064,4508725803,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",2013-06-06,CTPAU,Canada,North America,"Canada: Sakinaw lake\, British Columbia",49.68 N 124.009 W,Metagenome or environmental,Filtered water from permanent stratified lake,not applicable,,270,12600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8535987,RNA-Seq,PRJNA519911,SAMN10864970,JGI,public,SRX5338449,Illumina HiSeq 2500,PAIRED,other,METATRANSCRIPTOMIC,lake water metagenome,ILLUMINA,2019-02-06T00:00:00Z,Gp0306347,SRP184134,302,10055798794,4915979559,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",2013-06-06,CUZAA,Canada,North America,"Canada: Sakinaw lake\, British Columbia",49.68 N 124.009 W,Metagenome or environmental,Filtered water from permanent stratified lake,not applicable,,270,12600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8536096,RNA-Seq,PRJNA519912,SAMN10864988,JGI,public,SRX5338558,Illumina HiSeq 2500,PAIRED,other,METATRANSCRIPTOMIC,lake water metagenome,ILLUMINA,2019-02-06T00:00:00Z,Gp0306348,SRP184136,302,26296755398,12087777157,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",2013-06-06,CUZAB,Canada,North America,"Canada: Sakinaw lake\, British Columbia",49.68 N 124.009 W,Metagenome or environmental,Filtered water from permanent stratified lake,not applicable,,270,12640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8536098,RNA-Seq,PRJNA519843,SAMN10864998,JGI,public,SRX5338560,Illumina HiSeq 2500,PAIRED,RT-PCR,METATRANSCRIPTOMIC,riverine metagenome,ILLUMINA,2019-02-06T00:00:00Z,Gp0294590,SRP184138,302,19382969134,9458793180,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",2016-09-07,CNTAO,USA,North America,USA: Oregon,46.1812 N 123.1834 W,Metagenome or environmental,river water,not applicable,,270,12289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
